"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jul 27 22:27:52 GMT 2025","Sun Jul 27 22:28:43 GMT 2025","50706","","ui.pages.ShoppingBagPageTests","","ui.pages.ShoppingBagPageTests","checkItemQtyInBag","checkItemQtyInBag()",""
"skipped","Sun Jul 27 22:33:42 GMT 2025","Sun Jul 27 22:33:42 GMT 2025","0","","ui.pages.SignInPageTests","","ui.pages.SignInPageTests","signInTest","signInTest()",""
"passed","Sun Jul 27 22:04:32 GMT 2025","Sun Jul 27 22:04:32 GMT 2025","982","","api.tests.CartApiSuitSmokeTests","","api.tests.CartApiSuitSmokeTests","updateItemTest","updateItemTest()",""
"broken","Sun Jul 27 22:09:23 GMT 2025","Sun Jul 27 22:09:50 GMT 2025","27577","","ui.pages.MenuComponentTests","","ui.pages.MenuComponentTests","testWomenMenuLinksAndCategoriesText","testWomenMenuLinksAndCategoriesText(String, String) [5] Shorts, https://www.ae.com/us/en/c/women/bottoms/shorts/cat380159?pagetype=plp",""
"passed","Sun Jul 27 22:04:31 GMT 2025","Sun Jul 27 22:04:32 GMT 2025","942","","api.tests.CartApiSuitSmokeTests","","api.tests.CartApiSuitSmokeTests","addItemTest","addItemTest()",""
"passed","Sun Jul 27 22:04:35 GMT 2025","Sun Jul 27 22:04:53 GMT 2025","18159","","ui.pages.AccountSideBarPageTests","","ui.pages.AccountSideBarPageTests","openSignInPageTest","openSignInPageTest()","Open SignIn page"
"skipped","Sun Jul 27 22:25:35 GMT 2025","Sun Jul 27 22:25:35 GMT 2025","0","","ui.pages.MenuComponentTests","","ui.pages.MenuComponentTests","testOpenWomenMenuLinks","testOpenWomenMenuLinks(String, String)",""
"passed","Sun Jul 27 22:04:35 GMT 2025","Sun Jul 27 22:04:35 GMT 2025","357","","api.tests.SearchSideBarTests","","api.tests.SearchSideBarTests","getSearchResultByBrandTest","getSearchResultByBrandTest()",""
"broken","Sun Jul 27 22:25:07 GMT 2025","Sun Jul 27 22:25:35 GMT 2025","27565","","ui.pages.MenuComponentTests","","ui.pages.MenuComponentTests","testWomenMenuLinksAndCategoriesText","testWomenMenuLinksAndCategoriesText(String, String) [39] Boho Romance, https://www.ae.com/us/en/x/women/featured/women-going-out-shop?menu=cat4840004&pagetype=shp",""
"broken","Sun Jul 27 22:17:42 GMT 2025","Sun Jul 27 22:18:11 GMT 2025","28761","","ui.pages.MenuComponentTests","","ui.pages.MenuComponentTests","testWomenMenuLinksAndCategoriesText","testWomenMenuLinksAndCategoriesText(String, String) [23] New Arrivals, https://www.ae.com/us/en/c/women/new-arrivals/11gj7jfZ1266xyj-filtered?pagetype=plp",""
