"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 01 20:34:52 GMT 2025","Fri Aug 01 20:35:14 GMT 2025","21794","","ui.pages.MenuComponentTests","","ui.pages.MenuComponentTests","testWomenMenuLinksAndCategoriesText","testWomenMenuLinksAndCategoriesText(String, String) [14] Accessories & Socks, https://www.ae.com/us/en/c/women/accessories-socks/cat4840018?pagetype=plp",""
"passed","Fri Aug 01 20:25:12 GMT 2025","Fri Aug 01 20:25:13 GMT 2025","685","","api.tests.CartApiSuitSmokeTests","","api.tests.CartApiSuitSmokeTests","updateItemTest","updateItemTest()",""
"passed","Fri Aug 01 20:25:13 GMT 2025","Fri Aug 01 20:25:13 GMT 2025","500","","api.tests.CartApiSuitSmokeTests","","api.tests.CartApiSuitSmokeTests","deleteItemTest","deleteItemTest()",""
"passed","Fri Aug 01 20:32:20 GMT 2025","Fri Aug 01 20:32:41 GMT 2025","21528","","ui.pages.MenuComponentTests","","ui.pages.MenuComponentTests","testWomenMenuLinksAndCategoriesText","testWomenMenuLinksAndCategoriesText(String, String) [8] T-Shirts & Graphic Tees, https://www.ae.com/us/en/c/women/tops/t-shirts/cat90030?pagetype=plp",""
"passed","Fri Aug 01 20:26:24 GMT 2025","Fri Aug 01 20:27:51 GMT 2025","86825","","ui.pages.FastShopPageTests","","ui.pages.FastShopPageTests","addItemToBagWomenNewArrTest","addItemToBagWomenNewArrTest()",""
"failed","Fri Aug 01 20:28:36 GMT 2025","Fri Aug 01 20:28:58 GMT 2025","21680","","ui.pages.HeaderComponentTests","","ui.pages.HeaderComponentTests","openHdrAcntBttnTest","openHdrAcntBttnTest()","Open Account icon is present in header component, clickable and closable"
"passed","Fri Aug 01 20:33:27 GMT 2025","Fri Aug 01 20:33:48 GMT 2025","21353","","ui.pages.MenuComponentTests","","ui.pages.MenuComponentTests","testWomenMenuLinksAndCategoriesText","testWomenMenuLinksAndCategoriesText(String, String) [11] Hoodies & Sweatshirts, https://www.ae.com/us/en/c/women/tops/hoodies-sweatshirts/cat90048?pagetype=plp",""
"passed","Fri Aug 01 20:28:15 GMT 2025","Fri Aug 01 20:28:36 GMT 2025","21378","","ui.pages.HeaderComponentTests","","ui.pages.HeaderComponentTests","openHdrSrchSideBar","openHdrSrchSideBar()","Opening search icon is present in header component, clickable and closable"
"passed","Fri Aug 01 20:31:56 GMT 2025","Fri Aug 01 20:32:20 GMT 2025","23932","","ui.pages.MenuComponentTests","","ui.pages.MenuComponentTests","testWomenMenuLinksAndCategoriesText","testWomenMenuLinksAndCategoriesText(String, String) [7] Dresses & Jumpsuits, https://www.ae.com/us/en/c/women/dresses/cat1320034",""
"passed","Fri Aug 01 20:30:50 GMT 2025","Fri Aug 01 20:31:13 GMT 2025","23075","","ui.pages.MenuComponentTests","","ui.pages.MenuComponentTests","testWomenMenuLinksAndCategoriesText","testWomenMenuLinksAndCategoriesText(String, String) [4] Tops, https://www.ae.com/us/en/c/women/tops/cat10049?pagetype=plp",""
"passed","Fri Aug 01 20:32:41 GMT 2025","Fri Aug 01 20:33:05 GMT 2025","23731","","ui.pages.MenuComponentTests","","ui.pages.MenuComponentTests","testWomenMenuLinksAndCategoriesText","testWomenMenuLinksAndCategoriesText(String, String) [9] Tank & Tube Tops, https://www.ae.com/us/en/c/women/tops/tank-tops/cat380157?pagetype=plp",""
"skipped","Fri Aug 01 20:26:01 GMT 2025","Fri Aug 01 20:26:01 GMT 2025","0","","ui.pages.CreateAccountPageTests","","ui.pages.CreateAccountPageTests","createAccountSuccess","createAccountSuccess()",""
"skipped","Fri Aug 01 20:25:18 GMT 2025","Fri Aug 01 20:25:18 GMT 2025","1","","ui.pages.AccountSideBarPageTests","","ui.pages.AccountSideBarPageTests","signOutTest","signOutTest()",""
"passed","Fri Aug 01 20:25:14 GMT 2025","Fri Aug 01 20:25:15 GMT 2025","336","","api.tests.SearchSideBarTests","","api.tests.SearchSideBarTests","getSearchResultTest","getSearchResultTest()",""
"passed","Fri Aug 01 20:25:18 GMT 2025","Fri Aug 01 20:25:40 GMT 2025","21752","","ui.pages.AccountSideBarPageTests","","ui.pages.AccountSideBarPageTests","openSignInPageTest","openSignInPageTest()","Open SignIn page"
"passed","Fri Aug 01 20:31:35 GMT 2025","Fri Aug 01 20:31:56 GMT 2025","21038","","ui.pages.MenuComponentTests","","ui.pages.MenuComponentTests","testWomenMenuLinksAndCategoriesText","testWomenMenuLinksAndCategoriesText(String, String) [6] Bottoms, https://www.ae.com/us/en/c/women/bottoms/cat10051?pagetype=plp",""
"passed","Fri Aug 01 20:30:04 GMT 2025","Fri Aug 01 20:30:28 GMT 2025","24120","","ui.pages.MenuComponentTests","","ui.pages.MenuComponentTests","testWomenMenuLinksAndCategoriesText","testWomenMenuLinksAndCategoriesText(String, String) [2] New Arrivals, https://www.ae.com/us/en/c/women/new-arrivals/11gj7jfZ1266xyj-filtered?pagetype=plp",""
"passed","Fri Aug 01 20:31:13 GMT 2025","Fri Aug 01 20:31:35 GMT 2025","22142","","ui.pages.MenuComponentTests","","ui.pages.MenuComponentTests","testWomenMenuLinksAndCategoriesText","testWomenMenuLinksAndCategoriesText(String, String) [5] Shorts, https://www.ae.com/us/en/c/women/bottoms/shorts/cat380159?pagetype=plp",""
"passed","Fri Aug 01 20:25:13 GMT 2025","Fri Aug 01 20:25:14 GMT 2025","394","","api.tests.SearchSideBarTests","","api.tests.SearchSideBarTests","checkSearchResultFilteredByBrandTest","checkSearchResultFilteredByBrandTest()",""
"passed","Fri Aug 01 20:27:51 GMT 2025","Fri Aug 01 20:28:15 GMT 2025","23996","","ui.pages.HeaderComponentTests","","ui.pages.HeaderComponentTests","openHdrCartBttnTest","openHdrCartBttnTest()","Open Cart icon is present in header component, clickable and go home page"
"passed","Fri Aug 01 20:25:15 GMT 2025","Fri Aug 01 20:25:15 GMT 2025","336","","api.tests.SearchSideBarTests","","api.tests.SearchSideBarTests","getSearchResultByBrandTest","getSearchResultByBrandTest()",""
"passed","Fri Aug 01 20:33:05 GMT 2025","Fri Aug 01 20:33:27 GMT 2025","21622","","ui.pages.MenuComponentTests","","ui.pages.MenuComponentTests","testWomenMenuLinksAndCategoriesText","testWomenMenuLinksAndCategoriesText(String, String) [10] Blouses, https://www.ae.com/us/en/c/women/tops/blouses/cat360002?pagetype=plp",""
"passed","Fri Aug 01 20:29:20 GMT 2025","Fri Aug 01 20:29:40 GMT 2025","20794","","ui.pages.HomePageTests","","ui.pages.HomePageTests","openHomePageTest","openHomePageTest()","Open home page"
